uid,period,period_group,source,subterm,matched_text,context,label,pattern_class,label_v2,label_final
asaniczka_2cce827e44dea16e,2024-01,2024,kaggle_asaniczka,retrieval_augmented,retrieval augmented,-moving but typically involves a combination of (depending on your working with ai/llms: the of our retrieval augmented platform by experimenting with foundational llms and techniques. help for how to generative ai in s,true_positive,broad,true_positive,true_positive
asaniczka_ecdeb74384446b97,2024-01,2024,kaggle_asaniczka,retrieval_augmented,retrieval augmented,". you will work to that we continue to be at the of llm capabilities by working on llm fine-tuning, retrieval augmented and other technologies, and by identifying llm functionality we can build into our product. you wil",true_positive,broad,true_positive,true_positive
arshkon_3904411087,2024-04,2024,kaggle_arshkon,retrieval_augmented,retrieval augmented," functions, sql data data etc. strong knowledge of architectures, and generative ai, tuning, (llm), retrieval augmented (rag), etc.) experience implementing and integrating ai-driven utilizing python, langchain, openai ",true_positive,broad,true_positive,true_positive
arshkon_3887489778,2024-04,2024,kaggle_arshkon,retrieval_augmented,retrieval augmented,"ry. the principal ai engineer will utilize deep neuro-linguistic vision, chatbots, fine-tuning, and retrieval augmented to help us improve business and innovation. manage and and r&d (research and to the of our ai under",true_positive,broad,true_positive,true_positive
linkedin_li-4388985811,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,frameworks (openai adk multi-tool function-calling o or integrating with mcp servers o implementing retrieval augmented (rag) workflows and engineering best practices. skills** - excellent skills with the ability to wor,true_positive,broad,true_positive,true_positive
linkedin_li-4391493036,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"e/aws a2a** * copilot (copilot & * azure ai / aws * ai agent & * semantic / autogen / agent (adk) * retrieval augmented (rag) * engineering & llm * databases & embeddings (azure ai opensearch, * api & tool * python / c#",true_positive,broad,true_positive,true_positive
linkedin_li-4368432794,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"d to safely use ai. you will be for working with a of technologies including setting up (llms) with retrieval augmented (rag), on data, using (ml) to knowledge in time-series data and technologies to help design and tes",true_positive,broad,true_positive,true_positive
linkedin_li-4342843484,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"c * 2 years demonstratable experience with azure ai design and delivery,highlighting proficiency in retrieval augmented (rag), and azure ai services (openai, vision, etc.) using tools like azure ai and copilot * experie",true_positive,broad,true_positive,true_positive
linkedin_li-4397978904,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"or engineering. a phd or ms degree in a such as or engineering is desired. * experience with (llm), retrieval augmented (rag) systems, semantic and mcp, langgraph, and frameworks. * experience with cloud platforms (e.g.",true_positive,broad,true_positive,true_positive
linkedin_li-4399284485,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"n ai workflows and using python in cloud-native (gcp) environments. * build and generative ai using retrieval augmented (rag), llm and agent-based design patterns. * consume and restful using openapi/swagger specificati",true_positive,broad,true_positive,true_positive
linkedin_li-4398067515,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"* the design and of genai platforms, with emphasis on retrieval augmented (rag) and agent systems that reusable capabilities. * provides on defining and implementing genai f",true_positive,broad,true_positive,true_positive
linkedin_li-4398075957,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,ience overseeing the design and of ai agent components. * hands-on experience designing and ai that retrieval augmented (rag) architectures and fine-tuning techniques. * proven expertise in the and of ai in production. ,true_positive,broad,true_positive,true_positive
linkedin_li-4395269719,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"* for architecting and genai platforms, with a strong on retrieval augmented (rag) and systems that reusable capabilities the * as a on for designing and implementing genai inc",true_positive,broad,true_positive,true_positive
linkedin_li-4289169378,2026-04,2026,scraped,retrieval_augmented,retrieval augmented," templates, and best for customer use * experimentation and a/b to improve outputs * implement rag (retrieval augmented systems and fine-tuning where & * as the of for * collaborate with customer data ml and software to",true_positive,broad,true_positive,true_positive
linkedin_li-4381066283,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"tools, workflows, and * develop, and maintain ai features into products (e.g. copilots, * implement retrieval augmented‑ (rag), mcps, function and (e.g. databases, services) * research, and deploy ai applications using ",true_positive,broad,true_positive,true_positive
linkedin_li-4342913090,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"c * 2 years demonstratable experience with azure ai design and delivery,highlighting proficiency in retrieval augmented (rag), and azure ai services (openai, vision, etc.) using tools like azure ai and copilot * experie",true_positive,broad,true_positive,true_positive
linkedin_li-4381753430,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"ll of software including design, debugging, and support. * knowledge of tools and processes. * with retrieval augmented (rag) * passion for ai & techniques. * ability to deliver projects from to - working closely with o",true_positive,broad,true_positive,true_positive
linkedin_li-4398075943,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,ience overseeing the design and of ai agent components. * hands-on experience designing and ai that retrieval augmented (rag) architectures and fine-tuning techniques. * proven expertise in the and of ai in production. ,true_positive,broad,true_positive,true_positive
linkedin_li-4397981315,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"or engineering. a phd or ms degree in a such as or engineering is desired. * experience with (llm), retrieval augmented (rag) systems, semantic and and frameworks. * experience with cloud platforms (e.g. aws, gcp), cont",true_positive,broad,true_positive,true_positive
linkedin_li-4378613835,2026-03,2026,scraped,retrieval_augmented,retrieval augmented," llm for and processing-based ai ml including data ingestion, preprocessing modules, and retrieval, retrieval augmented (rag), nlp/llm and the end-to-end all and business requirements, and specifications. * work closely",true_positive,broad,true_positive,true_positive
linkedin_li-4391304230,2026-03,2026,scraped,retrieval_augmented,retrieval augmented, llm applications using azure openai openai gpt 4 gpt 4o embeddings etc * implement engineering rag retrieval augmented and agent workflows * build and services to expose ai capabilities to applications * ai with azure ,true_positive,broad,true_positive,true_positive
linkedin_li-4396021907,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,ants who have experience with ai code tools: github copilot and claude code. + ai with systems that retrieval augmented is a plus. * equivalency – combination of post-high job and/or experience to (7) years may be consi,true_positive,broad,true_positive,true_positive
linkedin_li-4389405739,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"* in services, or regulated **skills and strengths:** | * gemini * cloud platform * ai * ai agent * retrieval augmented * multi-agent * tool * api * bigquery ml * * regression * time forecasting * feature engineering * ",true_positive,broad,true_positive,true_positive
linkedin_li-4397376097,2026-04,2026,scraped,retrieval_augmented,retrieval augmented," data for ai product including data feature engineering, and data flows * develop and optimize rag (retrieval augmented systems, including databases, and efficient retrieval * create robust data that combine data stream",true_positive,broad,true_positive,true_positive
linkedin_li-4360620904,2026-04,2026,scraped,retrieval_augmented,retrieval augmented, to product with iterating with user feedback - including but not to: * engineering * fine-tuning * retrieval augmented (rag) * semantic - and * agent framework * and framework of open-ended tasks * and sse * ux and des,true_positive,broad,true_positive,true_positive
linkedin_li-4399364842,2026-04,2026,scraped,retrieval_augmented,retrieval augmented,"ation to work in the u.s. * bachelor's or master’s degree in data or a field. * experience with and retrieval augmented (rag), generative ai technologies. * experience with ml frameworks, including keras, pandas, tensor",true_positive,broad,true_positive,true_positive
linkedin_li-4395112921,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"ws - experience integrating ml into applications or services - to llms, embeddings, engineering, or retrieval augmented (rag) - experience genai use from to - familiarity with evaluating genai outputs and latency, and q",true_positive,broad,true_positive,true_positive
linkedin_li-4390285319,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,s * hands-on experience with ai frameworks * expertise in langchain and langgraph * experience rag (retrieval augmented * experience ai chatbots / ai * experience mcp servers / tool-based ai architectures * experience w,true_positive,broad,true_positive,true_positive
linkedin_li-4390601644,2026-03,2026,scraped,retrieval_augmented,retrieval augmented,"backend api services using python and/or java * experience in with a particular emphasis on (llms), retrieval augmented (rag) and generative ai. * proven experience in systems using llms with a in software design and de",true_positive,broad,true_positive,true_positive
asaniczka_c82ae8bd9e6e7ddf,2024-01,2024,kaggle_asaniczka,agent_bare,agent," and help build the of ai. responsibilities | develop python services, and webhook functionality to agent benchmarking, with own the and of our web-based product - the customer's with our ai build tools to",ambiguous,broad,true_positive,true_positive
asaniczka_e0ffb623cd737ef4,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"ng: localization, and system metrics. python, rust, and/or go experience | experience for and multi-agent of uavs | problems, such as localization or degree of",true_positive,broad,true_positive,true_positive
asaniczka_c5fd36776cbd9be8,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"t and end-to-end self-driving system. large-scale of for tasks. domains, including high-level multi-agent interactions and agent modelling, etc. participate in the network develop a or optimize it for on o",true_positive,broad,true_positive,true_positive
asaniczka_8697cfcf85202f1d,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"work on platform and tools, build using workflows, and developer tools.- with the ai offerings like agent, nlu, ai document generative ai and other upcoming capabilities. these capabilities may include alg",ambiguous,broad,true_positive,true_positive
asaniczka_71df2114733d2e9d,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"aff systems engineer is that they regularly on smaller project teams, as a of and participate as an agent for the systems engineering function. as such they are expected to help identify tasks/resources to",ambiguous,broad,ambiguous,false_positive
asaniczka_e7b627beb0e97acb,2024-01,2024,kaggle_asaniczka,agent_bare,agent," api are written in python so be to this. - critique our handlers, and make necessary to the of the agent. determine where should be handled in the agent or the by the agent), and how to from a badly behav",ambiguous,broad,ambiguous,false_positive
asaniczka_ff96551d4c5a8bb0,2024-01,2024,kaggle_asaniczka,agent_bare,agent, work on software that has a real-world must be eligible to obtain and maintain a u.s. ts and multi-agent systems and in real-world environments. feature and algorithm with an of trees. software/hardware f,true_positive,broad,true_positive,true_positive
asaniczka_1a345cad86d91dae,2024-01,2024,kaggle_asaniczka,agent_bare,agent," bachelor's or master's degree in or a field. 3+ years experience in al-relevant such as deep multi-agent systems, and models. proficiency in such as python experience with data technologies | track of of ",true_positive,broad,true_positive,true_positive
asaniczka_a0d2944c927143d4,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"o requests, clarifications, troubleshoot, and acas scanning issues. operate and maintain the nessus agent and nessus manager subcomponent of acas as by and ic standards. develop a plan for the nessus netwo",ambiguous,broad,false_positive,false_positive
asaniczka_9b92b4ec810d2c8f,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"ls they are for in a 1. to deliver the system while constantly for to improve the system. this is a agent. this person. 2. quality knowledge of software qa methodologies, tools and 3. clear reasoned judgem",ambiguous,broad,ambiguous,false_positive
asaniczka_adc5e4d750c8736a,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"/maintaining/administering windows scheduler experience with creating/maintaining/administering sql agent experience with using libraries, such as epplus experience with smtp, directory, etc experience wit",ambiguous,broad,false_positive,false_positive
arshkon_3888936417,2024-04,2024,kaggle_arshkon,agent_bare,agent,"/ (nswcdd systems engineering provides for systems (its) and as the software in-service engineering agent (isea), test and (t&e), and for systems. these system assignments include the software, subsystems,",ambiguous,broad,false_positive,false_positive
asaniczka_cb8512e8f113d321,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"re to collaborate and mentor the health of our services and fixing experience experience with multi-agent systems experience in | experience in the ride-sharing, or experience services and applications at ",true_positive,broad,true_positive,true_positive
asaniczka_b36031c0799cc0e0,2024-01,2024,kaggle_asaniczka,agent_bare,agent," the with and best this includes cloud, service cloud, cpq, and services performs as an mentor, and agent understand and consistently application attributes and collaborate, and maintain effective and effi",ambiguous,broad,ambiguous,false_positive
arshkon_3902752765,2024-04,2024,kaggle_arshkon,agent_bare,agent,ms the full-stack as we continue to technology forward. the borglet team is for the and of the node agent on node at google. borglet is a very multi-layered software for the tasks and runtime: and tearing ,ambiguous,broad,ambiguous,false_positive
asaniczka_0085de8863274e4d,2024-01,2024,kaggle_asaniczka,agent_bare,agent,ware while leveraging the of to a system. the will | participation in the system with system design agent in the of and baselines translate customer and design requirements into software or system system a,ambiguous,broad,true_positive,true_positive
asaniczka_04e73ec4a2ccea9f,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"work on platform and tools, build using workflows, and developer tools.- with the ai offerings like agent, nlu, ai document generative ai and other upcoming capabilities. these capabilities may include alg",ambiguous,broad,true_positive,true_positive
arshkon_3902866869,2024-04,2024,kaggle_arshkon,agent_bare,agent,"d work with and/or customers.a listener, collaborator, and with a strategic/financial ethosact as a agent, respecting the while challenging the quo. travel:occasional to remote including canada locations, ",ambiguous,broad,ambiguous,false_positive
asaniczka_43647753ac5cb153,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"th and 1000s of our state with technology to manage their business needs. as a lead engineer on the agent business team technology you will your deep expertise migrating applications from tp2 to aws, setti",ambiguous,broad,ambiguous,false_positive
asaniczka_6d0fee0ef5b6ffdf,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"mplement and maintain the environment. administering and maintaining the remote and system: updates agent responds to and monitors dashboard and conducts a system review. identifying the need for upgrades,",ambiguous,broad,ambiguous,false_positive
asaniczka_75d505ac56e8e1d6,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"work on platform and tools, build using workflows, and developer tools.- with the ai offerings like agent, nlu, ai document generative ai and other upcoming capabilities. these capabilities may include alg",ambiguous,broad,true_positive,true_positive
arshkon_3902827488,2024-04,2024,kaggle_arshkon,agent_bare,agent," to):organize, mentor, develop, and lead a but team in an agile environment.develop integrating and agent including redesigning and and omni-channel solutions.develop web components using javascript, and o",ambiguous,broad,ambiguous,false_positive
asaniczka_86480dc2b58afbdb,2024-01,2024,kaggle_asaniczka,agent_bare,agent,ries. continuously and recommend in and technologies and manage filtering and including ip and user agent filters. analyze logs with sql-like queries for detailed and visibility. recommend for ddos attacks,false_positive,broad,false_positive,false_positive
asaniczka_882a7acb2a6399b9,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"eloper and implementing hr module, ( ttpm),itom,item, , service portal. knowledge or service mobile agent ability to itsm applications in with design knowledge of system user or any client-specific experie",ambiguous,broad,ambiguous,false_positive
asaniczka_d262605d80190100,2024-01,2024,kaggle_asaniczka,agent_bare,agent,"ng: localization, and system metrics. python, rust, and/or go experience | experience for and multi-agent of uavs | problems, such as localization or degree of",true_positive,broad,true_positive,true_positive
linkedin_li-4396343773,2026-04,2026,scraped,agent_bare,agent,ms where that can deepen as the customer's grows. we work closely with research on methods and with agent platform teams on data paths. experience: ml ml backend engineering. finetuning experience is a plu,ambiguous,broad,true_positive,true_positive
linkedin_li-4387490684,2026-04,2026,scraped,agent_bare,agent,"red, frontend to the workflows of the company (recent examples include: a self-serve prototyper, an agent that can autonomously experiments for channels, an llm copilot for etc.) * collaborate with design,",ambiguous,broad,true_positive,true_positive
linkedin_li-4389304348,2026-03,2026,scraped,agent_bare,agent," in environments. responsibilities include: | * design and build backend systems that ai-driven and agent workflows * develop full-stack features backend services, and user-facing * build and maintain with",ambiguous,broad,true_positive,true_positive
linkedin_li-4128986253,2026-03,2026,scraped,agent_bare,agent,"our products. in this role, your will be on state-of-the-art into tangible products. you’ll own the agent runtime and the systems it: tool permission-scoped data harnesses, observability, and execution. yo",ambiguous,broad,ambiguous,true_positive
linkedin_li-4372794138,2026-03,2026,scraped,agent_bare,agent," cloud code, cursor, github copilot) * bonus: experience with authorization platforms/policy (e.g., agent, spicedb) and technologies like graphql, grpc, kubernetes, terraform, traefik, flask, okta. * stron",ambiguous,broad,true_positive,true_positive
linkedin_li-4393492553,2026-04,2026,scraped,agent_bare,agent,"(pinecone, faiss, etc.) * knowledge of rag (retrieval-augmented frameworks * familiarity with multi-agent * to mlops / llmops tools * experience with api and microservices",true_positive,broad,true_positive,true_positive
linkedin_li-4400385956,2026-04,2026,scraped,agent_bare,agent," upgraded software systems and products. * design, develop, and deploy ai applications using llm's, agent frameworks, and other technologies * collaborate with teams to llm with the existing products and s",ambiguous,broad,true_positive,true_positive
linkedin_li-4383152998,2026-04,2026,scraped,agent_bare,agent," enablement in systems. you'll collaborate engineering, product, and security teams to in developer agent authentication, frameworks, and real-world demos. responsibilities | * **design and build developer",ambiguous,broad,ambiguous,true_positive
linkedin_li-4369284354,2026-03,2026,scraped,agent_bare,agent,"**about the role:** langchain is for an engineer to help and agent how to build with langchain, langgraph, and langsmith. in this role, you’ll cutting-edge ai work in",ambiguous,broad,true_positive,true_positive
linkedin_li-4394712393,2026-04,2026,scraped,agent_bare,agent,"ersational ai frameworks. * to llm architectures, and engineering concepts. * familiarity with adk (agent or similar frameworks. * conceptual of fundamentals and telemetry. **additional skills** * strong p",ambiguous,broad,true_positive,true_positive
linkedin_li-4388211308,2026-03,2026,scraped,agent_bare,agent,"-based systems** * hands-on experience with **code test or developer tools** * strong of ai , multi-agent systems, and ai * proficiency in **python** and ml frameworks (tensorflow, pytorch, etc.) * experie",true_positive,broad,true_positive,true_positive
linkedin_li-4398953043,2026-04,2026,scraped,agent_bare,agent,"inuously the and **qualifications** | * python * ai/ml, mlops is a * llms, rag, smol, langchain, or agent * agile * jenkins, git, gitlab ci/cd, docker, mcp, a2a to have) * devops experience/knowledge is a",ambiguous,broad,true_positive,true_positive
linkedin_li-4321264098,2026-03,2026,scraped,agent_bare,agent,"putes and software specifications on requirements, state, and profiles. * architect and develop the agent that runs on its state and software lifecycle. * deepen our of the agent with the underlying os to ",ambiguous,broad,ambiguous,false_positive
linkedin_li-4377951427,2026-03,2026,scraped,agent_bare,agent,**what we are for:** we are a | **senior software engineer** to an ai agent platform from working to revenue-generating product. this isn't an r&d role. the research proved th,true_positive,broad,true_positive,true_positive
linkedin_li-4389023245,2026-03,2026,scraped,agent_bare,agent,"d developer experience** * llm product experience: prompting, tool evals, latency/cost tradeoffs. * agent architectures: planning/execution loops, memory/state, sandboxed tools, hitl, constraints. * framew",ambiguous,broad,true_positive,true_positive
linkedin_li-4378065734,2026-04,2026,scraped,agent_bare,agent,"in ai/ml * hands-on experience with including engineering, tool use, retrieval-augmented (rag), and agent frameworks * experience between ai systems and platforms webhooks, data authentication flows) * dem",ambiguous,broad,true_positive,true_positive
linkedin_li-4394063912,2026-03,2026,scraped,agent_bare,agent,"software engineer to build ai systems that help manage more effectively. you will contribute to the agent platform - implementing agent capabilities, with and the tools and that ai-driven automation. this ",ambiguous,broad,true_positive,true_positive
linkedin_li-4393234536,2026-03,2026,scraped,agent_bare,agent,"ents of our ai platform – including: + llms and the surrounding (e.g., tuning, etc.) + frameworks + agent capabilities like mcp/ cross-platform tool use, web browsing, use * discipline and for all of our a",ambiguous,broad,true_positive,true_positive
linkedin_li-4390678889,2026-03,2026,scraped,agent_bare,agent,"driven systems. * build and orchestrate llm-powered tool memory). develop frameworks to manage: | * agent * tool execution * layers * event-driven workflows * work closely with ai product, and to workflows",ambiguous,broad,true_positive,true_positive
linkedin_li-4374638683,2026-04,2026,scraped,agent_bare,agent,"ta engineer, cka). * hands-on experience ai systems that operate on data platforms, including multi-agent and optimization. * deep expertise with (mcp) including mcp servers or for data platforms. * hybrid",true_positive,broad,true_positive,true_positive
linkedin_li-4275792759,2026-04,2026,scraped,agent_bare,agent,that has a real-world qualifications** | * strong with in and/or to & (m&s) and systems * and multi-agent systems and in real-world * feature and algorithm with an of * software/hardware for systems and fu,true_positive,broad,true_positive,true_positive
linkedin_li-4390381860,2026-03,2026,scraped,agent_bare,agent,"12+ **python ai engineer – rag & you will:** **generative ai engineering** * build and optimize llm agent systems, and tool using workflows. * develop (mcp) servers and context?management frameworks. * arc",true_positive,broad,true_positive,true_positive
linkedin_li-4395477445,2026-04,2026,scraped,agent_bare,agent,"d client-side (business includes, client using validations and business logic. * troubleshooting hr agent including client execution, error message and v vs behavior. * and optimizing flows and flows for h",ambiguous,broad,ambiguous,false_positive
linkedin_li-4328069605,2026-04,2026,scraped,agent_bare,agent,"’ll do:** | * use technology to create that and and disrupts the * work and for features in the and agent facing * collaborate teams to solve business problems, and lead each of the product from ideation t",ambiguous,broad,ambiguous,false_positive
linkedin_li-4390962710,2026-03,2026,scraped,agent_bare,agent,"es paradigms and to iam. ai operate accessing and tools, shifting the from who has to what can this agent do and what is it doing?. the and of can be obscured systems and policies, difficult. furthermore, ",ambiguous,broad,true_positive,true_positive
asaniczka_e3653338274c7f1b,2024-01,2024,kaggle_asaniczka,langchain,langchain,generative ai developer duration: | 6 - - generative ai developer - semantic - langchain,true_positive,broad,true_positive,true_positive
asaniczka_df1d353c05891d9c,2024-01,2024,kaggle_asaniczka,langchain,langchain,"position: generative ai contract- 12 skills: | - strong python skills | including libraries like langchain, langindex, pytorch, sagemaker psycopg2 - experience with docker and aws - strong aws experience wi",true_positive,broad,true_positive,true_positive
arshkon_3904061915,2024-04,2024,kaggle_arshkon,langchain,langchain,"tion and technologies (docker, kubernetes) for ml deployments. experience with tensorflow, pytorch, langchain, numpy, pandas, polars, and related. excellent and skills. degree (or in engineering, or discipline",true_positive,broad,true_positive,true_positive
asaniczka_ef5dd9d7b0708eaa,2024-01,2024,kaggle_asaniczka,langchain,langchain,ience with devops (currently using aws) fine tuning experience | experience with ai libraries (e.g. langchain) or data libraries (e.g. pandas) adaptable to in product | to technologies and in generative ai a p,true_positive,broad,true_positive,true_positive
arshkon_3905382527,2024-04,2024,kaggle_arshkon,langchain,langchain,"ence working with and fine-tuning modelsexperience applications with llms, using frameworks such as langchain, llamaindex, etc.",true_positive,broad,true_positive,true_positive
asaniczka_ace220282fcae41a,2024-01,2024,kaggle_asaniczka,langchain,langchain,"rity of tradeoffs latency, and of experience with llm-enabled software including frameworks such as langchain and llamaindex, retrieval like databases, caching such as redis, and tools familiarity with to main",true_positive,broad,true_positive,true_positive
asaniczka_bedd9f62a84d3b18,2024-01,2024,kaggle_asaniczka,langchain,langchain,d the ability to critically and creatively. experience llms into | familiarity with frameworks like langchain knowledge of security best experience with software,true_positive,broad,true_positive,true_positive
asaniczka_44006fde8d27ca93,2024-01,2024,kaggle_asaniczka,langchain,langchain,"iliarity with generative ai technologies including use of genai (e.g. gpt-4, embeddings, databases, langchain, etc full stack experience and familiarity with the of end-to-end tools experience no-code platform",true_positive,broad,true_positive,true_positive
arshkon_3894616657,2024-04,2024,kaggle_arshkon,langchain,langchain,"helor's degree experience with systems in c, c++, or rustexperience with frameworks such as hugging langchain, autogpt, or agentgptexperience with gpu including cuda or rapidsexperience with cloud technologies",true_positive,broad,true_positive,true_positive
asaniczka_85f2137483cd6a72,2024-01,2024,kaggle_asaniczka,langchain,langchain,"t, and angular experience with azure and services, identity, and graph experience ai/ml using llms, langchain, notebooks, and python experience automating deployments with devops using yaml or terraform. desig",true_positive,broad,true_positive,true_positive
asaniczka_259f9b53dd21fad3,2024-01,2024,kaggle_asaniczka,langchain,langchain,"ng for fine tuning the aws and or aws certifications. strong python skills including libraries like langchain, langindex, pytorch, sagemaker, psycopg2. experience with docker and aws ecr. strong aws experience",true_positive,broad,true_positive,true_positive
arshkon_3904411087,2024-04,2024,kaggle_arshkon,langchain,langchain,"etrieval augmented (rag), etc.) experience implementing and integrating ai-driven utilizing python, langchain, openai rest hugging jupyter notebooks, or similar technologies. experience architecting software s",true_positive,broad,true_positive,true_positive
asaniczka_f0f06a25ef2bdc99,2024-01,2024,kaggle_asaniczka,langchain,langchain,"ating with feature sets. - end-to-end customer-ready and experience. - python, tensorflow, pytorch, langchain - sql, oracle. - azure",true_positive,broad,true_positive,true_positive
asaniczka_1a345cad86d91dae,2024-01,2024,kaggle_asaniczka,langchain,langchain,"llms) such as gpt, llama2 or similar architectures. knowledge of llm-integration frameworks such as langchain, and proficiency in fine – tuning these for tasks. proficiency in such as python and experience wit",true_positive,broad,true_positive,true_positive
arshkon_3904092471,2024-04,2024,kaggle_arshkon,langchain,langchain,"orflow, and automl.good and experience in applications using (llms) on cloud, with a preference for langchain.experience with genai frameworks such as ai and other open-source platforms suitable for cloud plat",true_positive,broad,true_positive,true_positive
asaniczka_4d8ef07338c9aad8,2024-01,2024,kaggle_asaniczka,langchain,langchain,"rameworks using azure/gcp to q&a using genai. demonstrate skills and experience with llm tools and (langchain, promptflow, db, engineering...) must have and to llm projects at other clients in a role can bring",true_positive,broad,true_positive,true_positive
asaniczka_430cc14c76510d65,2024-01,2024,kaggle_asaniczka,langchain,langchain,experience of high large-scale ai/ml systems have experience fast-paced engineering teams have used langchain and contributed to the project.,true_positive,broad,true_positive,true_positive
arshkon_3904060936,2024-04,2024,kaggle_arshkon,langchain,langchain,"tion and technologies (docker, kubernetes) for ml deployments. experience with tensorflow, pytorch, langchain, numpy, pandas, polars, and related. excellent and skills. degree (or in engineering, or discipline",true_positive,broad,true_positive,true_positive
asaniczka_5b293941814f9327,2024-01,2024,kaggle_asaniczka,langchain,langchain,"proficiency in pl commonly used for ai and such as python, r, or generative ai skills: engineering, langchain, ai ml frameworks: familiarity with libraries and frameworks like tensorflow, pytorch, or scikit-le",true_positive,broad,true_positive,true_positive
arshkon_3904360515,2024-04,2024,kaggle_arshkon,langchain,langchain,"ers, api and functions.experience with llms, e.g., openai, anthropic, ai, azure ai.familiarity with langchain, llama_index, and their application in projects.use of ai and for programming. desirablefamiliarity",true_positive,broad,true_positive,true_positive
arshkon_3902843634,2024-04,2024,kaggle_arshkon,langchain,langchain,"job description:we are a and ai engineer to our ai team. the will have experience in autogen, langchain, python and engineering. as an ai engineer, you will be for designing, and implementing ai systems ",true_positive,broad,true_positive,true_positive
asaniczka_0b05055029ed5351,2024-01,2024,kaggle_asaniczka,langchain,langchain,"nchant for generative ai and including semantic embeddings, and familiarity with frameworks such as langchain is desirable. and problem-solving abilities with a self-driven of functioning autonomously under th",true_positive,broad,true_positive,true_positive
asaniczka_2cce827e44dea16e,2024-01,2024,kaggle_asaniczka,langchain,langchain,"ind backend: nextjs, typescript, edgedb/postgresql, milvus cloud: aws, terraform, kubernetes ai/ml: langchain, openai, anthropic, and 💼 work",true_positive,broad,true_positive,true_positive
asaniczka_bf08ddf1711fc7bb,2024-01,2024,kaggle_asaniczka,langchain,langchain," nosql, and particularly postgresql. and hands-on experience with like elasticsearch and tools like langchain. containerization & proficiency in containerization technologies like docker and tools such as kube",true_positive,broad,true_positive,true_positive
asaniczka_77f4f0c714085e3a,2024-01,2024,kaggle_asaniczka,langchain,langchain,"iliarity with generative ai technologies including use of genai (e.g. gpt-4, embeddings, databases, langchain, etc full stack experience and familiarity with the of end-to-end tools including node.js experienc",true_positive,broad,true_positive,true_positive
linkedin_li-4390381860,2026-03,2026,scraped,langchain,langchain," controls. **python ai engineering** * build high python microservices and ai using fastapi, flask, langchain, llamaindex, and mcp sdks. * engineer ai systems for scale retrieval, and agent orchestration. **te",true_positive,broad,true_positive,true_positive
linkedin_li-4391396123,2026-03,2026,scraped,langchain,langchain,\| security might be 1. **backend:** python and api 2. reactjs 3. **cloud:** azure cloud 4. **ai:** langchain stack 5. **db:** * design and develop **backend services using python and api** * build react-based,true_positive,broad,true_positive,true_positive
linkedin_li-4390907886,2026-03,2026,scraped,langchain,langchain,"approaches. * assess technologies, libraries, and including platforms like chatgpt, github copilot, langchain, langsmith, crewai, retrieval-augmented tools, and services. * where ai features can address or imp",true_positive,broad,true_positive,true_positive
linkedin_li-4397754989,2026-04,2026,scraped,langchain,langchain,"roduction-grade ai systems. * deep hands-on experience with: | * multi-agent frameworks (langgraph, langchain, langsmith, or equivalents) * rag and systems * agent methodologies * strong proficiency in python ",true_positive,broad,true_positive,true_positive
linkedin_li-4387803752,2026-04,2026,scraped,langchain,langchain,"ting multi-agent systems, including agent state, and workflows * familiarity with ai frameworks and langchain or similar) * of multi-model architectures — knowing when and how to tasks llms for and quality tra",true_positive,broad,true_positive,true_positive
linkedin_li-4394396893,2026-04,2026,scraped,langchain,langchain,"d service offerings such as agentspace, notebooklm, agent * of ai frameworks such as adk, a2a, mcp, langchain, etc. * good of firewalls, load balancing (ip, dns, guardrails, vnets) and to cloud security, ad, a",true_positive,broad,true_positive,true_positive
